Completion_Time,Feedback_Rating,Attendance,Performance_Score
3.45,2.909313072,69.95,71.35
4.38,5,61.25,82.11
7,2.98,67.63,68.55
6.38,3.83,86.43,54.94
1.86,1.38,55.74,75.81
3.22,1.54,21.46,56.35
4.82,1.82,81.89,49.64
3.8,2.909313072,73.85,63.31
2.25,3.02,96.73,85.82
5.93,3.3,64.47,70.69
4.67,2.82,86.31,60.86
6.1,5,86.54,74.18
6,3.31,61.08,60.82
5.57,5,95.16,83.64
3.7,1,74.56,57.14
4.7,4.22,83.94,86
1.58,2.7,36.55,75.29
4.98,2.909313072,25.11,45.92
2.39,1,79.31,67.84
4.98,2.909313072,65.95,78.11
3.958567264,1,74.98,59.83
1.7,1.85,68.7,79.74
3.958567264,3.05,82.03,70.78
1.17,4.46,4.18,84.29
4.91,5,50.23,65.74
5.76,2.24,82.48,58.91
4.42,4.31,71.11,60.12
2.22,4,36.89,97.67
1.47,3.14,54.71,82.51
1.37,5,0,88.76
1.97,3.56,24.16,71.09
6.59,3.54,96.77,53.95
2.83,1.65,71.63,69.24
3.52,2.86,52.1,76.07
3.958567264,2.24,56.94,57.72
2.69,1.88,7.63,57.05
3.72,1,79.44,46.04
4.25,3.53,59.33,58.95
2.52,5,74.93,87.09
3.958567264,1,31.46,63.93
3,2.7,90.19,82.71
2.38,2.73,66.02,88.54
1.91,1,72.91,63.26
6.86,2.77,54.33,61.03
5.06,4,71.67,82.94
4.58,4,89.66,89.52
3.37,1.8,83.08,64.87
4.06,1.8,48.45,49.32
4.41,2.39,75.2,50.12
5.5,3.61,98.36,72.68
5.38,2.9,62.76976795,70.83
2.52,4.5,95.25,89.71
4.32,3.94,58.94,60.72
3.49,3.28,74.16,58.23
6.09,4.12,95.43,68.56
4.97,1.93,66.13,58.44
4.29,5,98.38,79.16
1.82,4.37,54.85,68.27
4.47,3.95,72.53,61.45
1.63,1,34.02,70.71
3.08,3.45,53.69,52.92
2.2,1.06,93.98,78.07
3.958567264,1,62.6,46.72
1.86,3.19,51.11,61.47
3.1,1.8,62.76976795,48.84
5.9,1,82.96,47.11
1.74,1.99,98.89,90.36
3.77,2.1,55.57,58.6
3.82,4.47,62.76976795,73.02
1.51,2.909313072,4.98,88.23
5.65,3.12,4.04,64.05
1.47,2.909313072,55.9,91.69
4.06,1,61.99,44.8
4.81,3.75,59.82,74.29
5.18,5,41.99,79.24
4.69,3.45,93.66,77.49
2.27,2.47,75.55,60.79
1,3.91,4.58,64.23
5.46,1,38.53,50.53
4.42,5,89.88,77.62
5.83,5,56.61,63.93
6.28,3.07,53.64,46.58
6.01,4.76,19.67,58.28
4.41,2.76,87.3,81.72
2.5,2.49,50.22,75.13
5.36,3.42,77.03,70.49
3.51,5,62.47,76.09
1.63,1.8,66.61,62.02
6.41,2.48,61.48,70.45
5.85,1,62.03,45.3
4.05,3.03,95.08,72.13
1,4.63,79.03,100
3.08,4.32,56.16,82.38
6.16,1.62,73.37,50.82
6.86,2.97,72.58,49.14
2.13,1.74,0,62.18
1.87,4.73,93.17,91.41
6.39,1,28.12,38.83
3.26,2.2,78.55,78.06
4.55,1,92.19,50.97
6.61,1.3,96.03,57.13
1.17,3.48,74.29,68.72
5.05,4,81.98,80.99
1.33,3.71,26.49,78.46
2.89,4,6.01,66.49
3.958567264,2.17,63.94,37.12
3.89,3.87,54.67,60.7
7,2.65,63.98,32.88
4.26,4.75,66.06,62.42
3.33,5,59.18,97.17
2.23,1.46,83.43,83.37
3.31,1.54,71.3,77.61
3.65,2.96,99.4,84.44
1.75,5,57.66,92.48
3.23,4,36.81,91.72
3.97,2.05,82.35,69.49
5.25,1,52.78,51.11
5.09,4.44,85.85,60.24
5.01,1,54.99,45
1,5,5.19,83.96
2.02,1,57.98,67.76
3.958567264,1,62.73,52.07
3.99,1,84.16,56.78
1.39,2.72,1.4,79.83
5.36,5,77.77,75.53
5.34,4.87,30.11,63.83
4.25,2.909313072,54.9,75.76
1.57,1,70.51,73.21
5.27,2.29,57.27,52.48
4.06,2.909313072,62.76976795,62.14
3.958567264,1.64,56.48,60.03
5.83,1,59.53,42.16
5.36,3.77,90.88,66.63
3.96,2.98,83.01,59.56
2,1,61.55,73.7
4.66,5,70.91,80.05
4.46,2.53,69.81,51.5
5.49,2.04,84.51,57.38
2.47,1.04,87,84.3
1.96,5,75.51,86.55
6.33,2.47,98.46,63.97
5.4,2.909313072,97.78,72.33
6.85,4.23,70.62,68
5.12,3.04,91.03,61.15
4.65,4.17,77.16,60.82
5.27,1.43,75.59,53.01
6.82,5,52.75,59.77
3.958567264,1.8,3.59,48.85
4.67,3.83,61.09,57.74
1.85,3.52,62.76976795,88.44
3.69,4.06,2.26,73.49
5.4,2.55,58,56.55
2.87,3.96,67.92,69.93
2.53,3.39,61.66,62.18
2.8,2.52,65.8,66.61
2.67,2.909313072,78.98,77.42
2.71,3.6,68.24,87.08
3.97,1.84,62.76976795,62.16
6.65,2.47,71.93,70.77
4.18,4.38,64.33,65.6
2.16,2.68,54.77,54.82
1.14,5,71.29,98.69
4.8,1.94,50.57,31.31
3.29,3.99,6.03,84.46
5.59,5,91.34,78.59
5.04,1.99,99.84,57.18
5.93,1.03,86.36,50.73
2.66,1,21.53,67.07
4.69,1.42,26.7,52.4
2.14,1,62.2,80.91
6.24,2.07,90.43,53.44
3.958567264,3.28,41.24,64.49
3.44,3.26,23.22,51.18
2.46,5,50.72,83.14
1.94,2.909313072,51.04,82.61
4.72,4.51,80.6,58.7
2.45,5,51.09,84.02
4.72,2.909313072,99.68,65.06
2.27,1.87,59.17,53.03
5.39,4.28,49.07,68.07
6.19,1.83,57.75,48.76
5.4,2.27,77,67.13
5.56,4.4,54.03,73.23
2.09,5,54.86,97.84
1.38,4.34,79.25,89.77
5.51,4.86,54.31,62.56
2.82,1.14,3.91,57.05
3.51,2.44,45.18,53.47
1.12,4.73,5.13,93.05
2.53,1.73,95.83,81.8
1.56,1,0,86.4
6,2.03,53.89,39.66
2.06,2.43,28.69,77.3
4.46,1.8,99.39,63.54
1,5,1.84,82.27
4.57,1,61.91,47.01
2.87,2.909313072,88.48,61.66
6.11,3.92,0.14,47.37
6.19,3.52,86.36,50.69
2.71,4.36,62.76976795,90.1
6,2.82,89.21,40.06
7,1.51,63.7,39.75
5.48,2.99,70.08,62.16
6.54,2.909313072,70.66,52.84
2.33,1,74.56,51.95
4.66,2.909313072,58.37,44.11
1.71,2.95,72.62,98.06
1.35,1.64,75.54,84.51
7,3.26,76.59,46.1
3.29,3.68,91,75.46
5.23,1.87,75.87,49.79
6.33,1,61.54,48.73
5.67,4.4,56.29,60.99
3.958567264,5,89.87,77.03
2.73,1.8,65.97,64.31
1,5,0.65,100
3.67,2.29,57.35,53.55
2.14,2.66,67.1,66.43
1.59,1,7.63,66.7
3.13,1,95.57,58.97
6.17,4.47,78.77,72.82
4.31,1.84,85.12,65.18
2.6,1.8,92.7,61.55
4.94,2.909313072,97.93,93.06
2.54,5,46.72,89.95
1.05,5,4.27,93.42
5.66,2.73,70.78,77.54
4.66,1.8,53.6,42.99
5.59,2.909313072,71.14,76.32
1.68,3.56,6.27,93.6
6.02,3.48,90.24,74.53
4.47,2.19,94.62,86.04
4.64,2.19,52.57,54.03
4.59,3.9,76.36,74.99
6.51,1.85,55.37,41.96
4.08,3.91,60.04,56
4.32,1.8,60.47,51.9
3.958567264,2.74,45.98,73.8
5.13,1,87.93,59.87
3.81,2.08,53.22,64.19
5.13,1.57,70.84,57.57
3.71,5,83.71,95.41
2.39,2.14,56.67,62.3
4.38,3.11,66.29,78.02
6.79,2.42,53.23,64.12
6.69,3.54,82.57,53.56
3.35,4.11,98.54,76.19
4.31,5,0,81.67
1.94,5,98.73,95.89
7,3.02,92.28,70.99
6.78,3.51,92.76,48.12
4.86,5,78.86,82.62
6.25,2.35,75.91,50.67
5.15,4.1,70.31,63.03
3.958567264,3.33,90.9,85.44
1.18,1.55,59.1,68.51
3.32,3.94,52.81,77.44
5,3.18,97.39,76.41
5.17,4,50.19,67.88
3.15,1,73.09,68.73
6.54,3.48,86.44,51.17
2.32,4,66.42,85.21
3.53,1.8,84.89,47.37
4.95,1,90.89,54.59
5.49,4,62.27,73.46
5.31,1.92,88.54,54.69
2.56,2.9,90.22,95.27
2.33,1.53,62.76976795,62.07
4.52,3.24,52.1,54.73
4.32,3.01,4.47,69.35
2.43,1.63,60.03,79.37
5.63,4.92,53.26,54.69
3.45,2.909313072,61.64,71.1
4.57,4.17,2.74,70.69
5.61,3.54,94.22,51.67
1.78,2.57,62.61,72.29
1.37,1.8,0,65.29
5.68,2.909313072,81.95,68.49
4.62,2.8,93.87,64.67
5.28,1.34,76.23,51.47
6.42,2.909313072,68.68,49.53
5.41,1,93.35,47.9
6.96,1,65.51,31.41
4.65,2.74,53.97,66.02
3.64,1.72,72.25,63.17
3.75,2.46,89.25,93.49
2.12,2.78,51.54,80.25
3.95,1,79.29,42.29
2.39,2.47,54.51,75.46
6.64,1.8,65.05,41.97
4.5,4.92,25.43,71.18
4.59,5,63.94,80.93
2.86,2.92,43.64,75.53
1.49,3.53,67.85,84.25
1,1,6.79,73.36
3.43,4.35,82.09,67.72
1.38,2.909313072,87.95,93.12
4.81,1,91,60.35
5.88,2.86,96.15,49.38
6.01,2.58,71.55,50.64
4.65,2.85,99.23,74.81
1.88,3.3,5.12,66.79
5.89,3.71,3.54,81.24
6.43,2.18,76.7,36.22
2.41,1,69.06,75.56
5.58,4.64,48.31,63.68
2.7,1.7,89.2,69.87
5.37,4.43,96.51,72.57
7,2.46,56.82,44.68
1,1,0,67.66
6.55,1,53.36,37.98
5.15,4.52,62.76976795,75.67
7,4.01,72.45,62.66
3.958567264,3.19,45.13,85.3
5.9,2.13,78.07,51.53
3.958567264,2.37,68.35,79.25
3.12,1,52.22,63.59
1.51,5,68.46,92.26
7,2.99,74.95,62.46
5.41,1.92,33.08,63.96
6.44,1,0.24,30.08
6.87,2.2,41.4,57.78
1.15,2.67,79.3,83.87
3.958567264,4,62,82.53
1.57,1.03,79.37,69.18
2.26,2.88,43.01,76.94
2,2.909313072,2.23,73.62
3.4,1,60.7,59.56
2.89,1,67.8,65.14
1.27,5,25.12,89.38
1.67,3.03,62.76976795,74.48
2.21,3.45,51.97,93.43
6.95,5,79.41,68.49
5.66,1.93,71.29,52.87
6.79,2.99,66.32,50.95
3.71,2.13,82.05,56.8
2.77,5,50.1,88.19
6.26,3.42,98.4,60.67
2.68,3.37,32.76,67.29
2.51,3.01,95.85,69.32
1.96,2.64,22.18,65.85
1.94,1,61.9,69.12
2.59,3.3,62.76976795,61.08
2.74,3.2,75.08,88.47
4.9,4.14,21.55,68.1
1.06,3.82,81.98,73.91
2.09,4.48,93.48,81.84
6.3,5,60.73,72.76
2.06,1.8,68.14,53.85
2.57,2.909313072,97.92,93.37
5.94,1,94.68,51.5
1.44,4.51,0.96,84.58
1.71,2.33,78.67,85.42
3.88,4.01,58.5,77.55
3.3,5,60.69,92.55
4.61,1,72.49,51.59
5.84,1.39,92.37,53.39
2.12,2.95,65.1,73.91
4.68,4,68.59,78.07
3.77,1,58.24,48.82
1.89,4,60.46,85.87
4.8,1.6,82.84,60.42
2.59,1,62.76976795,62.13
3.61,2.04,61.56,72.68
1.21,2.16,70.15,67.14
3.54,1.06,46.24,65.97
2.35,1,99.37,64.48
6.35,4.03,92.68,61.34
1.53,2.4,69.4,84.5
3.7,4.82,95.7,79.02
3.82,2.42,67.13,63.28
5.54,3.52,83.4,60.43
4.93,1,98.33,64.42
4.89,1.82,62.76976795,54.56
5.87,3.81,83.99,83.85
3.958567264,4.2,64.8,68.45
3.23,1,62.76976795,58.88
3.958567264,1,78.71,43.77
6.44,5,70.01,85.48
6.45,3.91,72.66,49.4
6.14,2.95,62.76976795,66.08
2.86,3.12,95.72,87.93
2.12,2.06,62.69,67.37
3.94,1.93,70.09,66.91
5.21,2.87,82.17,77.73
4.18,5,75.9,75.02
3.67,2.41,54.8,45.81
6.38,1.33,99.68,50.66
2.85,1,63.62,66.02
6.03,3.87,3.13,62.28
3.56,3.78,80.91,64.03
3.08,1.89,54.38,48.54
3.3,4.58,74.77,84.58
5.92,1,0.15,57.44
1.86,1.84,94.83,65.25
2.55,2.75,66.87,60.49
7,1,6.61,39.9
2.1,4.29,84.87,77.53
4.82,3.68,67,78.6
4.83,5,53.24,70.7
4.4,3.63,75.27,61.49
5.22,1.64,80.08,61.74
2.7,3.02,62.76976795,71.37
4.29,2.77,54.78,45.95
2.94,1,60.36,50.08
5.38,4.56,38.89,82.49
2.07,3.35,77.05,71.15
4.21,1.8,64.69,54.04
1.95,3.69,2.32,75.56
2.86,2.77,93.47,76.48
2.29,1,62.76976795,47.89
1.68,1.39,74.77,62.28
5.59,4.11,97.64,60.84
2.96,1.73,5.67,86.63
6.39,2.71,85.86,44.38
6.83,1,71.56,49.06
4.7,4.03,51,61.92
2.11,3.55,82.31,95.35
2.92,3.1,56.86,65.77
5.39,2.33,1.51,35.26
3.29,1,48.91,75.4
1.76,3.79,95.77,95.78
3.99,1.24,60.25,46.1
5.94,1.7,62.76976795,50.75
6.15,1.8,9.84,38.86
2.49,2.909313072,90.54,60.77
4.99,1.93,91.23,63.49
1.9,2.99,87.96,69.45
2.07,3.38,43.03,82.76
5.97,4.21,53.6,54.68
2.24,2.62,67.47,69.82
2.57,1.63,83.99,77.58
1.08,1,3.88,80.85
5.84,1.96,98.25,40.41
6.15,4.37,39.79,77.56
4.88,4,57.8,81.85
5.6,1,76.96,42.91
3.958567264,1.8,57.53,54.3
3.88,1,73.06,57.11
3.54,2.64,77.24,82.05
1.35,2.65,97.54,91.36
3.66,4,68.33,81.48
6.54,2.01,99,72.27
1.25,3.6,3.76,83.98
2.48,2.45,62.12,69.95
2.45,3.55,22.4,82.26
1.96,2.85,57.08,67.18
6.64,1,72.65,52.46
3.77,2.58,9.7,64
3.99,1.23,48.87,72
5.54,3.38,99.42,74.61
2.41,2.45,83.51,85.38
3.75,1.88,87.99,82.58
4.06,4.37,55.95,70.98
4.14,1.08,73.66,67.76
7,1.73,64.31,53.99
5.57,2.6,94.7,62.6
3.71,3.57,59.06,51.98
6.26,1,72.94,36.43
2.32,3.04,79.4,83.14
1,4.96,6.4,87.32
2.55,5,91.51,100
2.75,1,61.57,60.86
3.59,3.38,6.56,62.78
4.41,2.61,53.27,55.2
6.44,1.08,76.4,42.86
4.3,2.09,70.11,75.07
3.73,1.8,51.47,51.42
1,1.44,62.62,91.7
1.36,3.55,4.95,100
4.79,1,81.01,65.93
3.958567264,5,92.83,88.4
6.23,4.38,75.84,54.65
2.02,1,7.07,63.31
1.43,2.909313072,8.49,91.81
4.17,3.45,82.67,90.18
2.46,1.46,74.66,58.16
1.22,1.9,8.75,66.84
5.71,1.8,84.73,51.25
2.14,1.15,99.4,73.97
4.28,2.89,75.52,83.24
2.77,4.03,62.76976795,78.91
2.33,1.49,64.34,73.01
3.31,4.35,73.84,86.4
5.72,4.41,93.64,57.39
3.51,2.06,19.96,52.54
5.27,3.76,98.9,85.64
1.6,3.4,62.76976795,96.39
6.13,2.37,79.89,70.96
2.56,2.85,62.76976795,76.1
5.43,2.16,61.15,72.15
4.7,2.52,63.82,52.82
6.72,4.09,52.51,46.86
3.66,5,73.76,86.91
1.19,1.96,52.87,68.79
1.25,3.98,1.71,99.24
6.05,4.56,20.24,58.44
4.27,1,59.97,48.74
5.32,3.85,77.24,74.07
2.19,1.47,62.76976795,69.46
2.86,4.33,84.76,78.49
1.28,2.14,1.36,65.57
7,5,88.85,77.09
5.46,3.77,86.87,56.06
6.33,1,94.59,52.19
2.39,1,60.23,51.25
4.21,5,92.94,90.13
4.97,1.85,65.05,62.98
3.24,2.97,97.05,89.24
6.51,3.8,38.08,57.38
6.42,2.7,70.8,55.37
6.08,1.24,98.19,47.48
5.15,2.24,4.26,54.02
2.51,1,98.72,75.16
2.99,3.91,54.29,90.26
6.93,2.19,60.93,65.62
1.35,4.25,6.3,81.61
3.958567264,1.8,99.68,56.87
5,3.14,74.43,69.38
4.47,1,54.13,47.48
6.45,1.8,84.72,43.28
3.15,1,64.1,69.56
3.39,4.03,89.17,81.67
1.74,4.95,61.21,84.78
3.23,3.06,65.15,55.13
2.83,2.94,54.88,51.84
2.61,2.909313072,44.92,69.54
5.62,2.909313072,59.04,64.5
6.55,2.909313072,62.87,40.47
2.09,1,94.41,73.98
3.56,2.79,66.34,82.24
6.75,3.82,78.33,78.5
1.02,5,49.42,93.71
1.28,5,53.7,83.91
1.77,1,68.14,64.84
4.19,1.8,70.4,47.22
1.69,3.16,94.79,73.37
7,3.07,66.22,39.28
3.42,3.83,68.96,86.4
4.35,3.16,89.14,87.25
2.45,3.7,58.89,88.54
3.65,1.54,89.91,61.26
4.88,4.44,97.69,84.32
5.72,5,9.62,72.67
5.54,1,70.38,40.23
3.98,3.48,0,88.66
6.85,3.69,46.21,42.4
5.47,2.12,63.89,42.86
5.98,1.63,65.15,59.79
1,2.62,61.19,84.65
1.31,2.18,3.01,65.26
2.3,1.28,59.22,62.84
3.958567264,3.97,53.16,78.09
3.04,4.51,94.42,81.58
3.15,4.72,96.55,84.16
6.59,2.65,79.34,42.77
6.76,1,58.19,47.17
6.49,1.11,59.18,39.13
2.73,1,95.08,66.96
4.71,3.54,75.32,56.24
2.81,1,53.36,53.83
1.92,4.1,57.07,73.65
1.67,3.11,41.69,72.09
3.22,3.28,52.18,76.9
3.57,1.8,65.46,52.8
5.5,2.66,62.76976795,52.83
1.33,1,61.8,53.56
5.61,2.73,63.28,53.57
3.75,2.02,99.72,55.4
3.1,5,61.78,90.99
3.77,3.16,61.96,70.82
2.39,1.96,84.34,74.64
4.84,1,71.76,51.95
3.62,3.17,69.35,68.95
1.8,5,0,95.13
1.61,1.8,67.01,62.1
3.8,4.87,62.76976795,65.32
6.57,3.26,66.48,65.54
2.93,3.07,44.48,81.71
5.61,4.01,68.36,68.27
5.08,5,83.64,77.25
6.74,2.909313072,61.85,63.67
6.22,1.62,62.76976795,58.26
4.53,1.28,67.37,67.74
4.86,3.16,40.04,70.4
6.28,5,77.89,65.47
3.02,4,55.87,97.91
3.24,1,61.94,45.03
1.32,2.22,0.19,81.34
5.71,1.12,86.09,54.56
6.17,1,61.7,40.42
1.72,1,98.75,78.16
4.44,4.64,83.24,80.87
3.3,2.909313072,72.62,47.17
1.59,4.77,62.76976795,86.74
7,1.77,76.66,60.08
1.88,3.6,58.24,57.46
1.36,2.81,71.47,69.47
5.06,2.52,70.44,64.2
5.65,4.85,86,74.37
1.24,5,8.89,87.23
4.98,4.21,91.09,83.96
3.73,5,66.31,82.42
2.08,4.13,72.2,81.45
2.47,2.63,62.76976795,94.65
4.59,5,55.19,78.24
2.38,4,65.4,83.34
6.34,2.65,1.15,35.5
5.59,3.86,65.29,70.63
6.92,1.89,79.74,54.49
2.27,3.19,32.32,81.89
7,2.31,86.28,43.45
3.64,2.38,78.99,66.95
2.61,1.09,57.29,56.87
1.54,3.77,37.83,71.58
1.01,2.909313072,61.07,60.78
5.47,4.02,69.52,75.52
3.61,1.84,75.8,51.69
2.2,2.05,75.34,68.71
4.19,1,87.73,58.69
3.01,4.16,59.46,77.13
4.58,1,97.32,62.36
3.08,1.04,67.14,55.43
5.54,4.55,39.37,54.96
6.12,5,60.82,65.33
3.64,1,90.28,58.09
3.59,3.3,68.92,58.65
3.958567264,2.79,87.34,66.65
6.07,3.89,65.66,84.74
3.44,4.19,88.34,74.34
1.86,4.2,51.71,69.36
1.29,1,91.37,71.48
3.55,2.76,88.72,73.52
3.46,1,83.46,52.67
6.52,1.8,49.08,45.18
1.89,2.67,98.97,77.99
3.65,1.59,71.56,62.83
6.12,3.15,0,37.84
5.82,2.75,34.53,64.72
2.83,2.97,5.72,81.51
3.26,4.18,28.09,60.55
2.52,5,79.34,75.05
6.59,5,65.48,65.51
1.67,5,46.81,90.98
6.69,2.65,60,58.6
5.37,3.75,62.76976795,73.94
3.958567264,2.31,95.01,55.26
3.958567264,1.05,2.27,71.04
4.15,2.92,92.01,66.64
3.28,3.24,91.43,65.13
1.76,1.71,66.1,68.46
5.2,1.8,64.94,43.84
7,5,65.25,55.01
4.78,2.909313072,90.57,64.58
4.93,3.92,91.58,68.71
1.41,3.19,44.48,68.47
3.1,2.36,79.63,58.72
2.16,4.93,2.45,81.73
4.4,2.94,73.44,82.38
6.33,1.8,40.28,49.71
5.36,1,57.94,45.98
1.93,5,97.38,97.89
3.33,2.909313072,62.23,61.64
3.92,5,98.61,86.8
3.41,2.909313072,58.98,64.77
6.32,2.43,60.68,51.22
5.96,3.04,11.13,41.54
4.3,1.99,86.24,60.15
2.91,3.02,46.8,63.65
3.958567264,2.909313072,58.9,88.26
1.67,4.7,60.32,90.79
3.34,2.68,64.96,75.99
3.35,2.909313072,0,71.76
5.08,2.909313072,62.76976795,54.31
5.43,3.27,54.55,62.52
1.25,2.64,63.16,72.17
3.54,3.13,68.57,77.17
1.76,1.24,92.59,72.35
1.56,3.37,89.63,88.65
6.24,4.33,72.14,72.63
1.59,1,9.29,78.46
3.69,1,78.43,55.57
1.67,1.06,3.82,79.55
6.02,1.38,62.59,48.72
4.75,1.69,84.17,74.62
2.18,4.6,43.33,96.27
4.33,1.94,80.9,69.48
5.18,2.66,84.15,57.09
7,1.62,69.23,55.32
2.73,1,93.45,61.15
5.86,1.81,58.12,41.63
3.958567264,3.68,94.19,78.46
6.17,3.48,67.11,56.03
4.53,1.85,16.45,36.66
4.74,1.62,49.4,51.6
3.5,2.73,68.8,79.04
5.34,4.86,90.77,72.23
4.27,5,71.54,79.6
4.73,2.97,8.87,59.26
3.09,5,65.41,87.27
5.46,3.01,60.47,59.96
5.97,4.59,37.71,61.97
2.07,3.19,80.34,86.83
6.15,1.8,82.85,47.18
4.64,2.85,78.91,88.02
6.03,1.8,99.4,45.04
3.1,1.82,84.55,58.05
3.4,4,5.58,92.08
6.67,3.27,55.9,58.47
2.53,5,6.23,84.61
6.26,2.86,65.55,58.23
3.72,3.31,56.83,58.1
3.73,4,76.29,82.43
3.01,1,48.43,56.81
4.19,5,78.75,82.74
2.91,1,87.26,67.38
1.23,5,7.17,100
2.61,1.8,93.91,64.29
3.958567264,2.32,7.63,75.17
3.958567264,2.909313072,66.93,70.31
7,2.69,62.79,45.39
3.59,3.79,38.07,77.68
5.3,5,54.64,77.25
2.76,3.75,77.66,80.55
4.61,5,61.36,78.56
6,1.79,57.38,57.75
6.5,3.29,53.06,47.44
3.13,1,51.05,40.91
5.58,1,62.76976795,48.89
2.69,2.37,94.51,67.82
7,3.03,76.02,55.32
1.3,1,2.01,68.73
4.98,1.96,62.68,46.54
4.68,1,62.17,42.59
5.27,4.13,54.99,73.76
1.32,4.17,90.86,86.84
6.68,1.43,54.33,42.73
2.17,4,31.52,87.37
4.46,2.88,5.57,44.64
2.23,4.72,89.07,94.77
3.17,5,51.96,69.67
3.93,1.8,65.42,48.5
3.43,3.52,48.15,77.16
2.39,3.05,70.48,91.02
2.03,3.52,64.11,69.96
3.958567264,5,43.05,85.25
5.87,1,89.89,49.5
6.09,2.92,98.7,57.41
3.958567264,1.17,67.4,61.64
3.62,1.8,51.96,50.3
1.85,2.75,51.83,61.54
1,5,2.34,100
4.79,1,77.62,44.14
4.51,2.51,89.18,63.7
2.31,4.73,84.87,78.73
2.32,5,75.08,95.87
1.57,5,5.21,100
6.51,4.81,89.42,70.74
7,5,73.76,73.8
1.98,4.95,40.95,91.94
2.28,3.85,75.35,92.93
5.78,3.63,62.76976795,64.41
6.63,2.909313072,80.51,36.19
3.38,2.41,29.54,60.21
1.15,4.39,62.76976795,91.5
1.43,1,1.72,71.82
4.4,1.09,81.01,54.82
3.61,2.31,26.72,68.66
1.07,2.909313072,0,100
4.15,1,6.69,43.29
1.03,3.88,3.21,100
3.958567264,5,74.4,71.67
3.14,4.66,61.25,84.29
1,2.72,1.6,87.04
4.42,2.05,52.22,76.98
3.82,1.08,60.73,67.29
6.46,1.8,99.48,49
4.02,3.98,76.69,64.8
2.41,4.86,64.45,77.93
3.958567264,4,82.88,74.83
2.54,3.96,63.76,86.09
6.01,1,8.86,52.43
3.958567264,2.909313072,65.41,68.53
3.9,2.13,0.63,63.75
1.41,2.64,80.26,58.88
3.57,3.4,69.33,66.64
5.98,1.8,53.64,40.23
5.4,5,30.62,67.39
2.49,3.63,86.87,67.65
2.29,2.94,82.75,68.05
5.81,3.84,59.71,71.84
6.68,4.12,38.54,49.47
1.68,1,63.17,56.54
3.22,1.94,80.67,66.61
2.65,1.28,34.99,50.87
5.96,1.8,65.45,40.62
1.68,1,62.76976795,57.06
2.35,4.97,70.45,77.26
5.77,1.56,59.78,45.07
1.55,3.24,98.13,86.58
3.958567264,2.45,57.73,79.18
3.53,2.5,95.67,75.21
2.86,2.66,71.42,90.48
3.7,1,0.67,66.93
3.92,1.6,22.24,61.14
1.93,3,81.79,92.53
4.12,1.09,84.28,51.37
6.24,2.16,73.38,41.83
5.47,4.41,62.76976795,61.73
1.63,2.909313072,95.93,86.85
2.09,5,99.02,95.18
2.35,5,71.55,93.13
3.61,1,62.76976795,72
3.32,4.99,72.51,70.74
5.24,2.8,66.09,61.6
1.19,3.93,53.87,90.63
1.52,5,2.05,89.92
3.75,5,90.92,92.77
5.47,2.82,50.85,48.64
2.51,4.89,79.11,84.19
4.45,1.06,71.04,62.83
2.98,1,60.88,58.83
6.44,3.78,7.02,72.56
6.74,1,88.61,43.97
2.96,5,62.75,92.28
2.08,1,0,59.67
3.58,3.28,30.79,84.55
2.03,2.9,69.63,61.45
5.23,3.2,93.71,60
5.87,2.67,80.92,45.6
4.69,4.94,70.3,66.71
6.43,1,76.72,48.7
3.78,1.63,97.7,80.53
2.33,2.909313072,55.66,56.39
3.958567264,2.86,60.39,40.63
3.958567264,1.8,98.13,66.39
5.19,2.48,97.87,62.4
2.23,2.909313072,35.45,81.15
1.89,5,57.26,88.06
7,2.78,71.05,36.41
2.19,4.1,52.49,71.89
7,5,82.75,64.67
6.91,1.96,53.87,34.38
3.958567264,3.44,27.09,49.13
5.43,2.1,46.35,62.31
4.43,1.8,64.05,52.88
6.34,1,71.34,38.44
2.61,1.41,67.82,60.04
3.95,3.31,99.9,84.36
4.94,1,62.76976795,47.14
3.59,1,68.76,60.56
3.57,3.15,69.29,65.63
2.78,1,59.75,51.64
4.53,2.57,43.63,52.88
6.51,5,71.94,67.61
1.72,1,63.54,55.92
6.24,4.41,58.03,56.11
4.75,2.34,65.56,58.79
6.36,2.909313072,75.43,65.77
4.5,4.15,52.92,67.6
6.13,1,57.69,46.35
1.18,5,7.89,100
5.87,2.77,77.14,56.57
1.53,5,1.67,84.14
6,2.909313072,84.65,57.86
6.83,4,53.09,68.44
2.73,3.08,86.94,85.2
2.06,5,4.34,100
5.46,3.86,82.55,63.23
3.958567264,1.89,62.76976795,73.38
5.89,3.82,29.49,60.59
1.46,4.32,86.34,100
2.06,4,3.52,91.91
6.55,3.9,66.98,46.63
4.89,4.99,97.14,76.13
5.64,3.44,75.14,47.82
3.01,1.18,98.37,86.03
5.17,1,54.45,43.23
4.94,3.99,73.88,56.59
4.94,4.53,53.12,76.6
4.89,1,81.51,53.92
3.958567264,5,14.7,61
3.23,1.37,58.77,67.52
3.13,1.8,62.94,51.94
5.78,1.3,87.44,56.15
1.9,3.05,2.78,73.56
4.79,1,92.33,58.89
2.39,5,56.6,81.11
3.958567264,5,51.76,76.35
5.78,1.66,69.75,50.98
2.38,1,98.97,68.86
1.47,1.82,31.01,74.8
1.75,2.99,55.09,85.05
4.4,1,49.68,57.67
6.19,1,33.7,31.63
3.958567264,2.16,0.28,86.04
5.27,4.63,60,72.87
3.05,2.37,73,65.01
4.21,1.68,63.26,66.16
